Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDS59,14.8,0.043982464000000006,110.65700000000001,OUT045,2966.139,0.8325550653240312,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR49,8.71,0.139202085,46.1376,OUT035,383.5008,1.0687039551248843,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL48,19.35,0.082250863,48.7034,OUT035,534.6374,0.9118627485338794,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRI01,12.85764518413616,0.034286109,173.1422,OUT027,5000.8238,1.2277716572360053,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDZ52,19.2,0.100482186,111.8886,OUT018,1667.829,1.003296611226311,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK32,16.25,0.049051717,152.4682,OUT049,2439.4912,1.0019754874103073,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRZ24,7.535,0.081787519,120.844,OUT046,2157.192,1.6626700793441123,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDF58,12.85764518413616,0.009534758,64.551,OUT027,1201.769,1.4963592897707791,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI21,5.59,0.056602818,63.2168,OUT046,1725.7536,0.9121670658411378,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ43,11.0,0.057047756,240.4512,OUT035,7028.1848,1.000169016803914,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI57,19.85,0.05410964,195.0768,OUT049,1970.7679999999998,1.0007797160806815,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV03,17.6,0.058209079000000004,153.6314,OUT045,5274.4676,1.0024474398382355,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT12,6.215,0.083056555,224.4062,OUT010,225.7062,1.5256185749443454,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF29,15.1,0.020015391,128.83100000000002,OUT018,1817.634,1.0041208938541184,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU02,13.35,0.102426197,230.6352,OUT013,5725.88,0.90141703087682,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN04,11.8,0.012086862571428573,179.2344,OUT035,2141.2128,1.0,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG29,17.6,0.056281276,40.3454,OUT035,796.9626,0.9995864514989378,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK51,19.85,0.008762556,266.6884,OUT010,264.9884,1.5265599955958697,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB53,13.35,0.139669224,147.6392,OUT049,1938.8096,1.0007126256995937,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRI23,18.85,0.13797299300000002,158.4578,OUT017,1444.1202,1.2047467985016223,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCT42,5.88,0.024926012999999997,149.9392,OUT049,1491.392,1.001116793946359,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ21,12.85764518413616,0.039031927,95.641,OUT027,1737.7379999999998,0.9172786816707571,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC50,15.85,0.13727,94.4094,OUT017,1904.1879999999999,1.05371949355874,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT40,5.985,0.095989602,127.3678,OUT045,508.6712,1.033424203769403,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD50,18.85,0.142443405,170.4132,OUT017,4396.9432,1.004878213975616,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ46,7.51,0.104400238,113.5544,OUT017,894.8352,1.0038600413956704,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCW06,16.2,0.0471745564,190.8162,OUT035,3271.0754,1.0,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCX06,17.6,0.015750947,182.5976,OUT018,1629.8784,0.8722339483410937,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCE19,8.97,0.092937216,54.6956,OUT013,764.3384,0.902638403761828,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDI60,7.22,0.03828933,64.751,OUT013,126.50200000000001,0.897372948043744,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC47,12.85764518413616,0.20816215600000001,228.1694,OUT019,228.3694,1.4139413567782888,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE02,8.71,0.121936216,94.4778,OUT017,2628.5784,0.8743541877571245,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE11,17.7,0.135646297,186.0924,OUT018,3516.7556,1.081885558313505,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP11,15.85,0.069240685,217.5166,OUT045,653.1498,0.8503936393788785,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB08,6.055,0.03127929,160.3578,OUT017,2406.867,1.205234822004874,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL48,12.85764518413616,0.08186804,46.8034,OUT027,1069.2748,0.9076186346091175,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH26,19.25,0.034753686,141.5496,OUT049,1976.0944,1.0012983352617548,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ26,13.5,0.067872402,57.8562,OUT046,355.5372,1.1653602228126978,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN03,12.85764518413616,0.026420581000000002,250.9408,OUT019,1001.3632,1.3636843181723706,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO13,7.865,0.061183503,164.5526,OUT045,1644.526,0.869925052128959,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCJ29,10.6,0.035247642,84.7224,OUT049,1619.2256,1.0012556159284436,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE52,12.85764518413616,0.02974207,88.9514,OUT027,3453.5046,1.0,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA52,16.2,0.128397995,178.33700000000002,OUT035,1411.496,1.0002672406794533,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF57,14.5,0.058918844000000005,169.7448,OUT049,3238.4512,1.0378394466406489,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCO26,7.235,0.07679167099999999,116.4492,OUT013,2316.984,0.99780119063067,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRL59,16.75,0.021220113,55.1298,OUT035,1240.3854,0.7269549734640579,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDC60,12.85764518413616,0.20042639999999998,88.8514,OUT019,265.6542,1.2896994408702127,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRD25,12.85764518413616,0.07858962900000001,113.286,OUT027,2716.4640000000004,0.9446997897148024,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDK51,19.85,0.005235143,265.8884,OUT046,2649.884,0.9120352412040219,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV24,5.635,0.172856719,148.205,OUT010,449.415,1.8193935061986095,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDI34,10.65,0.08561751699999999,229.3668,OUT017,2303.6679999999997,1.0034615622582215,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL36,15.1,0.127334766,88.28299999999999,OUT010,89.883,1.3893484854618618,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCA54,16.5,0.036641597000000005,178.7318,OUT046,1263.0226,0.8556166564045987,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDI38,13.35,0.014656563999999999,208.5638,OUT045,2277.7018,1.0711429168160174,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG31,12.15,0.037864853999999996,63.0826,OUT013,322.913,0.8079135736607452,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI20,19.1,0.038531668,210.6586,OUT013,5487.5236,0.8301599712510113,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRI51,17.25,0.039978135500000005,171.5764,OUT045,4637.9628,1.0,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDC58,10.195,0.041907414,43.8428,OUT013,175.7712,1.2462464730773273,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCC30,16.6,0.027556247000000002,176.6344,OUT013,1962.7784,0.8804282559420212,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.07605848400000001,111.8202,OUT013,2025.3636,0.8475829904628033,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ44,8.185,0.038729057000000004,117.1808,OUT046,1874.8928,0.8073535894472433,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP28,13.65,0.080804019,261.1936,OUT045,2348.9424,0.9228810046750437,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD15,10.6,0.056884225,231.9642,OUT049,3020.7346,0.8319323496686829,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDL08,10.8,0.050000257,243.9144,OUT017,4655.2736,1.0053513504952674,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRK59,8.895,0.07140688966666665,232.9616,OUT045,2812.3392,1.0,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRJ24,11.8,0.113307794,187.0924,OUT035,1850.924,0.8475705625300549,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDU33,7.63,0.225476528,45.1402,OUT010,45.9402,1.3525137752047123,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX47,6.55,0.034800079,157.5288,OUT017,1571.2879999999998,0.9075758518860733,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR46,16.85,0.139301634,144.976,OUT013,2783.0440000000003,0.9487542498822107,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ56,12.85764518413616,0.025612347999999997,168.2474,OUT027,3200.5006,0.884769254177208,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV38,19.25,0.1017546,55.1956,OUT035,491.3604,0.8625574312246164,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL13,13.85,0.09426573699999999,233.93,OUT010,233.03,1.388688098739408,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD57,18.1,0.022380952000000003,93.6094,OUT013,476.04699999999997,0.9112762397974529,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDE46,18.6,0.01575657,153.1366,OUT013,3173.8686,0.8880618671991989,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB28,6.615,0.156307983,196.3426,OUT010,790.9704,1.4303961834696162,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC41,15.6,0.195688803,77.367,OUT010,153.134,1.39049175933163,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRI23,18.85,0.13747519,158.6578,OUT045,3369.6138,1.20040010312672,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS03,7.825,0.07962861,63.4826,OUT046,2002.0606,0.8082214619459999,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCY18,12.85764518413616,0.03100078,177.0054,OUT027,2101.2648,0.9251308240506223,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDE50,19.7,0.016202582,188.2556,OUT035,3379.6008,1.0008129176698595,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT02,12.6,0.024190156,34.4874,OUT035,494.0236,0.9974318151875086,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI34,10.65,0.08530861099999999,230.2668,OUT045,5759.17,0.9998410963978188,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRI39,13.8,0.09745748300000001,55.393,OUT018,1018.674,0.8841021047932225,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCO14,9.6,0.029619202999999997,43.6086,OUT013,624.5204,0.8805432147693889,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCN19,13.1,0.011614718166666668,189.253,OUT046,1518.024,1.0,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRJ25,14.6,0.15087286800000002,47.5692,OUT045,1379.5376,0.9987041502284356,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDQ08,15.7,0.018930352,59.4536,OUT046,857.5504,0.8306319221213091,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ43,17.75,0.111209003,107.7912,OUT013,982.7208,1.0308091094815441,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY57,20.2,0.121153331,97.3752,OUT013,958.752,0.9974164349162741,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ34,10.85,0.163160327,107.4622,OUT017,1693.7952,0.9069763823281792,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCG19,20.25,0.148163564,232.7616,OUT049,1874.8928,1.0011930236148021,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW27,5.86,0.15085330800000002,156.0314,OUT046,2016.7082,0.8884039240542511,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH04,6.115,0.011437302,92.4488,OUT017,1358.2320000000002,0.8449827316708944,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ39,19.7,0.018024769,104.499,OUT046,1031.99,0.9988801961543219,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY20,12.5,0.08175276,89.0488,OUT046,1267.6832,0.9979138482197694,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN39,19.35,0.10966769800000001,166.0816,OUT010,671.1264,1.7698320525329845,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCN14,19.1,0.091917786,182.7608,OUT046,1837.608,0.8078594477145442,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW49,19.5,0.08248351599999999,179.2002,OUT013,2865.6032,1.0269215076777356,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN23,6.575,0.075507758,146.4444,OUT046,1596.5884,1.0003803218601646,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS33,6.67,0.12412675599999999,88.9514,OUT017,2125.2336,1.0375031673698205,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY36,12.3,0.009425158000000001,74.83800000000001,OUT049,1537.9979999999998,0.8895766348457357,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH20,16.1,0.024999711,97.84100000000001,OUT045,1255.0330000000001,1.2008400982308165,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR15,12.85764518413616,0.05854560599999999,155.8314,OUT019,310.2628,1.5803961791609247,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCP50,17.35,0.020676141000000002,80.6618,OUT017,1208.427,1.0428004440755425,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCO18,13.15,0.024630755,178.2686,OUT013,2666.5290000000005,0.9978380756710137,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCW18,15.1,0.059313603,238.1248,OUT035,4266.4464,1.0008891358270018,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDB36,5.465,0.048518008,132.9626,OUT035,2360.9268,1.3992257741707257,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ45,17.75,0.073349552,34.2216,OUT013,934.7832,0.9021641215959709,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP60,12.85764518413616,0.055648052,100.3016,OUT027,2833.6448,1.3920490081299153,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRD12,6.96,0.077129323,92.7146,OUT013,1733.0774,1.1636135635846168,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDR47,17.85,0.08782496699999999,196.0794,OUT018,1755.7146,1.2530738415825573,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,0.13003120699999998,142.4838,OUT018,561.9352,1.0037736924249498,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRC25,5.73,0.045334097999999996,87.0882,OUT013,1803.6522,0.9413506930265609,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRF01,5.655,0.17504710399999998,146.9102,OUT035,1895.5326,1.031225674340497,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK46,9.6,0.08614586699999999,258.362,OUT010,259.66200000000003,1.3645451253147594,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV20,20.2,0.059790095,127.4678,OUT035,3560.6984,0.9494395350138779,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRI25,19.6,0.03395415,56.4614,OUT049,773.6596,0.9131893871185693,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDZ15,12.85764518413616,0.020769677,117.5782,OUT027,2741.0986,1.1603277169507185,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM13,6.425,0.06316338,132.2626,OUT035,2098.6016,0.879727455073939,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCM05,6.825,0.059846975,262.5226,OUT046,9779.9362,0.8084957733764069,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDD38,12.85764518413616,0.014342658999999999,103.7674,OUT019,203.7348,1.6705217600898132,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRI01,7.97,0.057667172999999995,172.1422,OUT010,517.3266,2.0650380759836415,15,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
DRG13,17.25,0.037155206,166.4526,OUT013,3782.4098,0.9983958255521769,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCT30,9.1,0.08041772400000001,48.8718,OUT049,425.4462,0.808165834721825,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCG42,19.2,0.041227831,129.83100000000002,OUT046,1947.465,1.2483025613439913,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB14,12.85764518413616,0.102226474,91.31200000000001,OUT027,3075.9959999999996,1.0436319289131246,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO27,12.85764518413616,0.178210285,95.7752,OUT027,3930.8832,1.2437025073161567,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC14,14.5,0.06904249,41.4454,OUT010,41.9454,1.5891334352906115,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB49,12.85764518413616,0.052791124,98.5384,OUT019,591.2304,1.413451304843607,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDZ23,17.75,0.06760774900000001,188.024,OUT049,2796.36,0.9134001933449668,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ52,7.145,0.017887474,160.6578,OUT017,1765.0358,1.0030237502126471,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ56,8.985,0.18444042100000002,99.67,OUT017,3295.71,0.8736834588086257,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF01,5.655,0.169746650375,147.5102,OUT046,1166.4816,1.0,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRK12,9.5,0.04195143900000001,32.49,OUT049,865.54,1.143417224810421,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDL58,5.78,0.074087369,264.9568,OUT013,6855.0768,1.0407415387356969,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD44,8.05,0.0654787045,257.5646,OUT013,5153.292,1.0,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT50,6.75,0.10867990599999999,95.6752,OUT018,1246.3776,1.204830988430595,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRM23,16.6,0.136500981,173.3422,OUT017,4138.6128,1.0531916976486597,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCM31,6.095,0.081361288,141.9154,OUT045,2694.4926,0.9990911956736992,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDR22,19.35,0.018591464,112.9544,OUT049,1342.2528,0.9126062527013398,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR45,10.8,0.029107004,240.5222,OUT017,4541.4218,1.3367583618771832,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH60,19.7,0.06393948633333334,194.41099999999997,OUT049,5106.686,1.0,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR08,12.85764518413616,0.06587293599999999,113.1886,OUT019,111.1886,1.5540456019510882,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
